"ACO_ID","med_ACI","mean_ACI","UpdatedBnchmk","N_AB","BnchmkMinExp","GenSaveLoss","ABtotBnchmk","ABtotExp","Exp_From_Climate","SavLoss_Climate","SavLoss_Climate_perc"
"A4974",0.321282143799015,0.353462420026718,11406,13305,-5608344,0,146271467,151879811,1366918.299,-4241425.70100001,-0.243729396591934
"A4976",0.322648509728962,0.343140915072536,12078,15957,5180388,5180388,188555705,183375317,1650377.853,6830765.85299999,0.318581900236041
"A4977",0.290484988653345,0.341436577076847,10452,13339,11254923,11254923,136192477,124937553,1124437.977,12379361.977,0.0999064122428912
"A4979",0.259340907706636,0.316699911452107,10504,14388,-545321,-545321,147798380,148343701,1335093.309,789772.308999985,-2.44827048472365
"A4983",0.381638628385327,0.430494095147788,12759,5162,2993298,2993298,63455317,60462019,544158.171,3537456.171,0.181792180731754
"A4984",0.396918853645024,0.44588735526365,10881,13079,385260,0,139198907,138813647,1249322.823,1634582.82300001,3.24280439962626
"A4985",0.370646192690997,0.398074639321385,13505,6968,4627953,4627953,91200692,86572740,779154.66,5407106.66,0.168358161805013
"A4986",0.333204592253573,0.351236979992885,12276,25483,18713842,18713842,306800151,288086309,2592776.781,21306618.781,0.13854860915252
"A4988",0.248605539293687,0.307267347148498,10152,14657,4496742,4496742,144482157,139985416,1259868.744,5756609.74399999,0.280173455359455
"A4992",0.379434189490179,0.406153405776928,11270,89476,16449607,16449607,981141797,964692190,8682229.71,25131836.71,0.527807728780392
"A4994",0.43222635493287,0.432386213643727,10765,10475,3504052,3504052,109461992,105957940,953621.46,4457673.45999999,0.272148204421622
"A4996",0.318423235471826,0.33050851217598,10091,12628,2408410,0,124248203,121839793,1096558.137,3504968.13699999,0.455303763478807
"A4998",0.310460599151324,0.335856758263541,10216,12487,3900162,3900162,124391663,120491501,1084423.509,4984585.509,0.278045760406876
"A4999",0.390214512543515,0.395385667366336,9150,23644,13043885,13043885,211388843,198344958,1785104.622,14828989.622,0.136853753463789
"A5002",0.314450981846894,0.361212947516594,8836,13451,2718317,2718317,115083675,112365357,1011288.213,3729606.213,0.372027696916879
"A5003",0.337515346624679,0.357445703378715,11253,13653,7271418,7271418,150695661,143424243,1290818.187,8562236.18700001,0.177519458653045
"A5012",0.307304741324406,0.342382980596426,11825,22857,1577738,1577738,262706171,261128433,2350155.897,3927893.89700001,1.48957298169913
"A5013",0.343389348273515,0.382640005545657,12916,12875,-3311533,0,162682599,165994132,1493947.188,-1817585.81200001,-0.451134621940954
"A5022",0.358896053759817,0.371258792085868,11759,10347,5936057,5936057,118581017,112644959,1013804.631,6949862.631,0.170787718345696
"A5023",0.414811815205042,0.443805775239402,10765,10880,1801068,0,114270441,112469373,1012224.357,2813292.35699999,0.562013403713793
"A5025",0.33294915165038,0.326528088066762,10071,11542,854220,0,113605089,112750869,1014757.821,1868977.82099999,1.18793498279131
"A5028",0.434661079259199,0.457743295709265,10710,8163,2231405,0,84845481,82614076,743526.684,2974931.684,0.333210100362776
"A5030",0.301092001387115,0.337981655311518,9946,6968,2040983,0,67513773,65472790,589255.11,2630238.11,0.288711424837933
"A5032",0.446598706273986,0.489806338043616,11198,26558,3869825,3869825,288836573,284966748,2564700.732,6434525.73199999,0.662743336455781
"A5033",0.381460618267076,0.426472669063525,11966,45807,14295154,14295154,531354501,517059347,4653534.123,18948688.123,0.325532283387785
"A5037",0.494715247280339,0.515953714837948,11399,5156,75123,0,57319158,57244035,515196.315,590319.314999998,6.85803701928834
"A5038",0.379897743064374,0.414795455335422,10273,5002,-2888846,0,50047198,52936044,476424.396,-2412421.604,-0.164918585483615
"A5039",0.312680096808609,0.367749073950223,9133,8345,2189010,0,74498246,72309236,650783.124,2839793.124,0.297295637754052
"A5040",0.343227073140735,0.386264753387549,12046,32363,9226106,9226106,380486268,371260162,3341341.458,12567447.458,0.362161615962358
"A5045",0.382206166700408,0.39486057904872,11309,26019,20665264,20665264,287913712,267248448,2405236.032,23070500.032,0.116390288166655
"A5047",0.4556435719383,0.468273815831345,11421,7225,1563470,0,80196405,78632935,707696.415,2271166.41500001,0.452644703767905
"A5049",0.333536254871475,0.354895006958009,11138,28092,11297701,11297701,305881616,294583915,2651255.235,13948956.235,0.234672101430195
"A5053",0.293524312313495,0.32171540683199,10798,5632,2928115,2928115,58679269,55751154,501760.386,3429875.386,0.171359521740096
"A5055",0.456588993481277,0.48800918097328,13068,6061,3310785,3310785,76835764,73524979,661724.811,3972509.811,0.199869460263957
"A5056",0.306693133392607,0.341709850406694,12309,11150,8552735,8552735,134223245,125670510,1131034.59,9683769.59,0.132242445252893
"A5058",0.417270330696459,0.42216032362694,10036,13006,11727714,11727714,127172629,115444915,1039004.235,12766718.235,0.0885939267448029
"A5062",0.416826421418658,0.433392537475734,11009,25953,4334707,0,278516281,274181574,2467634.166,6802341.16600001,0.569273578583283
"A5066",0.380758960391702,0.393617201786148,11104,8749,724039,0,95509452,94785412,853068.708,1577108.708,1.17820961025581
"A5067",0.287982448779241,0.303829714067228,10440,7145,1987486,0,72598924,70611438,635502.942,2622988.942,0.31975216026679
"A5068",0.405640338007588,0.423123530351257,13016,8329,7821492,7821492,105761535,97940042,881460.378,8702953.37800001,0.112697344445281
"A5069",0.297797594383722,0.33105230887629,35348,7542,16856365,16856365,238853924,221997559,1997978.031,18854343.031,0.118529589920483
"A5074",0.368293535212202,0.377496606879428,12292,18723,-10229713,0,224713029,234942742,2114484.678,-8115228.322,-0.206700293351339
"A5080",0.404980993717319,0.44338517101991,12825,9659,2792441,2792441,120980583,118188142,1063693.278,3856134.278,0.380918801149244
"A5088",0.368940253670459,0.397691538974304,10841,33439,16882866,16882866,356668796,339785930,3058073.37,19940939.37,0.181134729731315
"A5092",0.409423039937931,0.437868334442743,10129,5403,3124587,3124587,53154070,50029482,450265.338,3574853.338,0.144104272980717
"A5094",0.242137883419712,0.288022383550165,11644,16540,2542196,0,187716177,185173980,1666565.82,4208762.81999999,0.655561892159374
"A5098",0.315600492978008,0.354477397979711,13129,5344,2290007,0,68171359,65881352,592932.168,2882939.168,0.258921552641541
"A5113",0.38965242739043,0.389896325250989,8217,15157,7286724,7286724,120997647,113710923,1023398.307,8310122.307,0.140446969996393
"A5116",0.395976951610423,0.402667762687672,10945,22750,11089718,11089718,243786208,232696489,2094268.401,13183987.401,0.188847849963362
"A5124",0.301589803827663,0.337044624244568,9953,31312,10266592,10266592,304145401,293878809,2644909.281,12911501.281,0.257622907484783
"A5147",0.309259568883702,0.341266393674197,12453,5991,3395922,3395922,72103253,68707331,618365.979,4014287.979,0.182090748550762
"A5148",0.416183483241614,0.446225463567754,9427,11968,2196521,0,110364195,108167674,973509.066,3170030.066,0.443204989162407
